image,coordinate1,coordinate2
1708123205785.jpg,"(178, 48)","(217, 105)"
1708123205815.jpg,"(123, 116)","(137, 132)"
1708123205973.jpg,"(155, 69)","(201, 118)"
1708123206298.jpg,"(225, 130)","(237, 146)"
1708123206305.jpg,"(218, 127)","(236, 147)"
1708123206470.jpg,"(87, 103)","(118, 141)"
1708123206659.jpg,"(241, 101)","(260, 125)"
1708123206857.jpg,"(117, 65)","(146, 111)"
1708123206932.jpg,"(257, 95)","(272, 121)"
1708123207394.jpg,"(263, 110)","(277, 129)"
1708123207424.jpg,"(53, 123)","(65, 141)"
1708123207433.jpg,"(235, 128)","(256, 155)"
1708123207608.jpg,"(261, 120)","(273, 137)"
1708123207627.jpg,"(232, 142)","(245, 157)"
1708123207635.jpg,"(131, 145)","(143, 158)"
1708123207745.jpg,"(246, 114)","(262, 134)"
1708123207783.jpg,"(221, 137)","(234, 157)"
1708123207790.jpg,"(266, 128)","(284, 146)"
1708123207807.jpg,"(164, 118)","(189, 147)"
1708123264769.jpg,"(99, 26)","(217, 157)"
1708123264778.jpg,"(138, 55)","(244, 173)"
1708123264780.jpg,"(142, 73)","(184, 120)"
1708123264783.jpg,"(164, 54)","(242, 166)"
1708123264786.jpg,"(68, 58)","(161, 194)"
1708123264787.jpg,"(4, 50)","(82, 173)"
1708123264794.jpg,"(135, 116)","(167, 145)"
1708123264796.jpg,"(92, 28)","(216, 161)"
1708123264802.jpg,"(167, 79)","(214, 137)"
1708123264804.jpg,"(50, 46)","(86, 97)"
1708123264807.jpg,"(225, 93)","(265, 151)"
1708123264810.jpg,"(151, 56)","(231, 183)"
1708123264813.jpg,"(147, 131)","(164, 165)"
1708123264816.jpg,"(112, 99)","(177, 195)"
1708123264839.jpg,"(150, 117)","(179, 162)"
1708123264958.jpg,"(46, 93)","(109, 203)"
1708123264960.jpg,"(147, 66)","(239, 152)"
1708123264962.jpg,"(133, 132)","(200, 184)"
1708123264964.jpg,"(70, 69)","(193, 230)"
1708123264967.jpg,"(171, 118)","(198, 141)"
1708123264971.jpg,"(6, 100)","(28, 138)"
1708123264974.jpg,"(69, 74)","(231, 229)"
1708123264976.jpg,"(164, 83)","(225, 175)"
1708123264998.jpg,"(172, 67)","(231, 145)"
1708123274145.jpg,"(91, 92)","(158, 174)"
1708123274151.jpg,"(168, 100)","(216, 160)"
1708123274157.jpg,"(139, 38)","(260, 203)"
1708123274169.jpg,"(186, 76)","(265, 186)"
1708123274178.jpg,"(63, 5)","(228, 279)"
1708123274183.jpg,"(85, 48)","(262, 264)"
1708123274186.jpg,"(188, 61)","(286, 211)"
1708123274192.jpg,"(128, 41)","(183, 114)"
1708123274195.jpg,"(88, 103)","(115, 131)"
1708123274197.jpg,"(112, 69)","(275, 221)"
1708123274223.jpg,"(67, 72)","(225, 251)"
1708123274234.jpg,"(80, 86)","(155, 177)"
1708123274342.jpg,"(40, 94)","(136, 235)"
1708123274354.jpg,"(139, 37)","(254, 202)"
1708123274379.jpg,"(137, 72)","(284, 221)"
1708123274384.jpg,"(147, 44)","(258, 168)"
1708123274392.jpg,"(175, 102)","(234, 195)"
1708123274397.jpg,"(192, 70)","(236, 145)"
1708123274408.jpg,"(222, 69)","(296, 188)"
1708123282160.jpg,"(118, 60)","(207, 173)"
1708123282163.jpg,"(155, 20)","(286, 195)"
1708123282165.jpg,"(115, 68)","(275, 230)"
1708123282167.jpg,"(216, 62)","(285, 140)"
1708123282170.jpg,"(113, 36)","(231, 184)"
1708123282172.jpg,"(209, 68)","(272, 137)"
1708123282174.jpg,"(235, 68)","(279, 121)"
1708123282176.jpg,"(84, 98)","(110, 133)"
1708123282198.jpg,"(239, 55)","(277, 108)"
1708123282202.jpg,"(153, 31)","(208, 108)"
1708123282204.jpg,"(65, 43)","(233, 238)"
1708123282206.jpg,"(208, 77)","(277, 166)"
1708123282210.jpg,"(120, 59)","(215, 174)"
1708123282212.jpg,"(213, 69)","(271, 135)"
1708123282216.jpg,"(98, 49)","(214, 164)"
1708123282229.jpg,"(90, 76)","(167, 174)"
1708123282238.jpg,"(13, 55)","(132, 209)"
1708123298934.jpg,"(137, 102)","(194, 166)"
1708123298936.jpg,"(121, 72)","(203, 194)"
1708123339657.jpg,"(77, 55)","(198, 236)"
1708123339681.jpg,"(87, 82)","(235, 234)"
1708123339686.jpg,"(214, 89)","(254, 147)"
aug_0_1708123166377.jpg,"(44, 153)","(70, 182)"
aug_0_1708123166388.jpg,"(18, 105)","(39, 127)"
aug_0_1708123166407.jpg,"(275, 153)","(290, 169)"
aug_0_1708123166606.jpg,"(28, 115)","(65, 148)"
aug_0_1708123166770.jpg,"(237, 93)","(286, 134)"
aug_0_1708123166831.jpg,"(140, 137)","(159, 160)"
aug_0_1708123166991.jpg,"(256, 46)","(275, 79)"
aug_0_1708123167052.jpg,"(125, 97)","(146, 123)"
aug_0_1708123167069.jpg,"(140, 103)","(168, 127)"
aug_0_1708123167280.jpg,"(230, 150)","(251, 178)"
aug_0_1708123167323.jpg,"(227, 85)","(266, 122)"
aug_0_1708123167491.jpg,"(1, 88)","(48, 142)"
aug_0_1708123167534.jpg,"(43, 103)","(62, 120)"
aug_0_1708123167848.jpg,"(17, 97)","(42, 129)"
aug_0_1708123167871.jpg,"(206, 152)","(187, 131)"
aug_0_1708123167929.jpg,"(99, 76)","(125, 103)"
aug_0_1708123168167.jpg,"(175, 82)","(213, 129)"
aug_0_1708123168361.jpg,"(76, 88)","(109, 124)"
aug_0_1708123168951.jpg,"(243, 142)","(276, 181)"
aug_0_1708123169135.jpg,"(98, 65)","(128, 130)"
aug_0_1708123169864.jpg,"(136, 139)","(159, 174)"
aug_0_1708123169877.jpg,"(43, 146)","(81, 176)"
aug_0_1708123169889.jpg,"(77, 109)","(103, 140)"
aug_0_1708123169898.jpg,"(17, 118)","(48, 155)"
aug_0_1708123170063.jpg,"(134, 104)","(158, 137)"
aug_0_1708123170248.jpg,"(48, 116)","(75, 149)"
aug_0_1708123170271.jpg,"(244, 160)","(258, 178)"
aug_0_1708123170312.jpg,"(27, 155)","(50, 177)"
aug_0_1708123171630.jpg,"(171, 107)","(187, 120)"
aug_0_1708123171803.jpg,"(208, 97)","(225, 112)"
aug_0_1708123172504.jpg,"(103, 160)","(112, 169)"
aug_0_1708123190768.jpg,"(232, 72)","(258, 109)"
aug_0_1708123190784.jpg,"(162, 96)","(182, 118)"
aug_0_1708123190792.jpg,"(101, 101)","(120, 116)"
aug_0_1708123190796.jpg,"(254, 104)","(280, 130)"
aug_0_1708123190802.jpg,"(226, 101)","(247, 120)"
aug_0_1708123190964.jpg,"(249, 95)","(263, 109)"
aug_0_1708123190973.jpg,"(44, 118)","(66, 139)"
aug_0_1708123191048.jpg,"(220, 133)","(232, 150)"
aug_0_1708123191066.jpg,"(166, 117)","(189, 136)"
aug_0_1708123191076.jpg,"(66, 139)","(98, 164)"
aug_0_1708123191100.jpg,"(89, 59)","(141, 134)"
aug_0_1708123191117.jpg,"(55, 106)","(85, 138)"
aug_0_1708123191128.jpg,"(71, 89)","(87, 113)"
aug_0_1708123191258.jpg,"(40, 95)","(72, 136)"
aug_0_1708123191311.jpg,"(15, 215)","(36, 229)"
aug_0_1708123191328.jpg,"(82, 125)","(103, 150)"
aug_0_1708123191460.jpg,"(41, 188)","(62, 208)"
aug_0_1708123191465.jpg,"(113, 111)","(139, 141)"
aug_0_1708123191473.jpg,"(87, 169)","(111, 192)"
aug_0_1708123191498.jpg,"(207, 95)","(234, 125)"
aug_0_1708123191649.jpg,"(74, 93)","(107, 141)"
aug_0_1708123191857.jpg,"(194, 113)","(214, 150)"
aug_0_1708123191885.jpg,"(36, 72)","(72, 125)"
aug_0_1708123191930.jpg,"(254, 137)","(271, 162)"
aug_0_1708123192021.jpg,"(35, 157)","(60, 176)"
aug_0_1708123192024.jpg,"(41, 104)","(73, 128)"
aug_0_1708123192031.jpg,"(248, 56)","(277, 82)"
aug_0_1708123192141.jpg,"(51, 82)","(92, 129)"
aug_0_1708123192578.jpg,"(236, 127)","(257, 144)"
aug_0_1708123192619.jpg,"(32, 134)","(51, 154)"
aug_0_1708123192797.jpg,"(11, 103)","(29, 126)"
aug_0_1708123192967.jpg,"(228, 126)","(242, 146)"
aug_0_1708123193505.jpg,"(160, 140)","(170, 151)"
aug_0_1708123193892.jpg,"(91, 132)","(101, 147)"
aug_0_1708123193931.jpg,"(93, 106)","(109, 121)"
aug_0_1708123205537.jpg,"(216, 116)","(233, 129)"
aug_0_1708123205916.jpg,"(19, 98)","(69, 142)"
aug_0_1708123206170.jpg,"(282, 129)","(298, 158)"
aug_0_1708123206617.jpg,"(62, 153)","(85, 169)"
aug_0_1708123206773.jpg,"(230, 125)","(246, 149)"
aug_0_1708123206980.jpg,"(231, 109)","(252, 129)"
aug_0_1708123207118.jpg,"(191, 121)","(217, 147)"
aug_0_1708123207243.jpg,"(182, 95)","(198, 113)"
aug_0_1708123207253.jpg,"(190, 108)","(208, 123)"
aug_0_1708123207294.jpg,"(125, 105)","(147, 129)"
aug_0_1708123207333.jpg,"(196, 102)","(218, 134)"
aug_0_1708123207455.jpg,"(176, 100)","(197, 125)"
aug_0_1708123207491.jpg,"(37, 79)","(77, 123)"
aug_0_1708123207521.jpg,"(247, 168)","(257, 184)"
aug_0_1708123207681.jpg,"(251, 146)","(266, 166)"
aug_0_1708123207695.jpg,"(224, 102)","(242, 119)"
aug_0_1708123264858.jpg,"(99, 74)","(139, 130)"
aug_0_1708123264860.jpg,"(114, 79)","(202, 168)"
aug_0_1708123264863.jpg,"(31, 131)","(80, 160)"
aug_0_1708123264866.jpg,"(42, 40)","(176, 242)"
aug_0_1708123264872.jpg,"(144, 171)","(184, 210)"
aug_0_1708123264875.jpg,"(67, 0)","(178, 106)"
aug_0_1708123264877.jpg,"(35, 47)","(244, 245)"
aug_0_1708123264899.jpg,"(175, 85)","(249, 188)"
aug_0_1708123264901.jpg,"(223, 103)","(268, 151)"
aug_0_1708123264904.jpg,"(64, 63)","(148, 249)"
aug_0_1708123264916.jpg,"(99, 87)","(173, 169)"
aug_0_1708123264939.jpg,"(126, 102)","(160, 148)"
aug_0_1708123265000.jpg,"(165, 86)","(239, 182)"
aug_0_1708123265002.jpg,"(88, 75)","(138, 110)"
aug_0_1708123265005.jpg,"(177, 82)","(257, 150)"
aug_0_1708123265007.jpg,"(82, 35)","(178, 166)"
aug_0_1708123265206.jpg,"(89, 159)","(102, 172)"
aug_0_1708123265228.jpg,"(42, 136)","(97, 176)"
aug_0_1708123274093.jpg,"(112, 80)","(160, 152)"
aug_0_1708123274109.jpg,"(25, 64)","(188, 242)"
aug_0_1708123274123.jpg,"(22, 34)","(173, 275)"
aug_0_1708123274131.jpg,"(44, 22)","(231, 274)"
aug_0_1708123274136.jpg,"(26, 61)","(157, 194)"
aug_0_1708123274246.jpg,"(92, 64)","(186, 185)"
aug_0_1708123274252.jpg,"(136, 139)","(155, 165)"
aug_0_1708123274257.jpg,"(92, 61)","(194, 185)"
aug_0_1708123274293.jpg,"(43, 71)","(120, 142)"
aug_0_1708123274318.jpg,"(77, 113)","(144, 172)"
aug_0_1708123274325.jpg,"(157, 68)","(266, 186)"
aug_0_1708123274330.jpg,"(13, 70)","(136, 200)"
aug_0_1708123274335.jpg,"(60, 54)","(203, 221)"
aug_0_1708123291618.jpg,"(181, 49)","(231, 122)"
aug_0_1708123291620.jpg,"(38, 54)","(229, 248)"
aug_0_1708123291622.jpg,"(88, 54)","(262, 264)"
aug_0_1708123291624.jpg,"(86, 34)","(231, 266)"
aug_0_1708123291626.jpg,"(39, 34)","(244, 267)"
aug_0_1708123291630.jpg,"(11, 113)","(118, 205)"
aug_0_1708123291632.jpg,"(69, 58)","(239, 259)"
aug_0_1708123291634.jpg,"(19, 89)","(79, 150)"
aug_0_1708123291636.jpg,"(39, 17)","(97, 141)"
aug_0_1708123298941.jpg,"(122, 129)","(151, 162)"
aug_0_1708123298944.jpg,"(93, 86)","(176, 160)"
aug_0_1708123298946.jpg,"(196, 130)","(222, 158)"
aug_0_1708123298950.jpg,"(60, 192)","(80, 209)"
aug_0_1708123298952.jpg,"(111, 80)","(190, 193)"
aug_0_1708123298955.jpg,"(217, 86)","(291, 195)"
aug_0_1708123298957.jpg,"(104, 62)","(197, 170)"
aug_0_1708123332148.jpg,"(161, 64)","(247, 167)"
aug_0_1708123332149.jpg,"(125, 86)","(228, 163)"
aug_0_1708123332158.jpg,"(142, 45)","(260, 223)"
aug_0_1708123332160.jpg,"(67, 105)","(119, 159)"
aug_0_1708123332161.jpg,"(152, 2)","(230, 83)"
aug_0_1708123332164.jpg,"(57, 49)","(131, 178)"
aug_0_1708123332166.jpg,"(213, 52)","(264, 159)"
aug_0_1708123332170.jpg,"(0, 96)","(143, 242)"
aug_0_1708123332172.jpg,"(1, 107)","(172, 249)"
aug_0_1708123332174.jpg,"(50, 91)","(96, 124)"
aug_0_1708123332176.jpg,"(72, 3)","(238, 250)"
aug_0_1708123332200.jpg,"(227, 130)","(238, 142)"
aug_0_1708123339619.jpg,"(222, 114)","(247, 141)"
aug_0_1708123339625.jpg,"(166, 89)","(207, 167)"
aug_0_1708123339743.jpg,"(75, 78)","(184, 217)"
aug_0_1708123339755.jpg,"(35, 71)","(198, 225)"
aug_0_1708123339783.jpg,"(51, 97)","(131, 216)"
aug_1_1708123166377.jpg,"(247, 132)","(277, 158)"
aug_1_1708123166388.jpg,"(208, 71)","(240, 96)"
aug_1_1708123166407.jpg,"(284, 117)","(298, 128)"
aug_1_1708123166606.jpg,"(251, 115)","(282, 155)"
aug_1_1708123166770.jpg,"(44, 101)","(78, 139)"
aug_1_1708123166831.jpg,"(140, 137)","(162, 159)"
aug_1_1708123166991.jpg,"(6, 67)","(31, 96)"
aug_1_1708123167052.jpg,"(165, 121)","(192, 147)"
aug_1_1708123167069.jpg,"(114, 101)","(141, 121)"
aug_1_1708123167280.jpg,"(49, 130)","(72, 154)"
aug_1_1708123167323.jpg,"(234, 112)","(271, 149)"
aug_1_1708123167491.jpg,"(6, 83)","(60, 129)"
aug_1_1708123167534.jpg,"(32, 107)","(47, 127)"
aug_1_1708123167848.jpg,"(256, 92)","(290, 119)"
aug_1_1708123167871.jpg,"(188, 131)","(205, 153)"
aug_1_1708123167929.jpg,"(109, 85)","(137, 112)"
aug_1_1708123168167.jpg,"(201, 71)","(238, 107)"
aug_1_1708123168361.jpg,"(102, 64)","(127, 105)"
aug_1_1708123168951.jpg,"(0, 115)","(26, 153)"
aug_1_1708123169135.jpg,"(164, 69)","(207, 127)"
aug_1_1708123169864.jpg,"(112, 128)","(136, 165)"
aug_1_1708123169877.jpg,"(50, 129)","(80, 166)"
aug_1_1708123169889.jpg,"(196, 146)","(215, 171)"
aug_1_1708123169898.jpg,"(14, 109)","(48, 145)"
aug_1_1708123170063.jpg,"(130, 107)","(164, 140)"
aug_1_1708123170248.jpg,"(71, 97)","(99, 133)"
aug_1_1708123170312.jpg,"(217, 153)","(232, 169)"
aug_1_1708123170934.jpg,"(90, 95)","(99, 112)"
aug_1_1708123171630.jpg,"(119, 122)","(141, 141)"
aug_1_1708123171803.jpg,"(219, 120)","(240, 137)"
aug_1_1708123172504.jpg,"(188, 125)","(204, 138)"
aug_1_1708123190768.jpg,"(201, 50)","(237, 83)"
aug_1_1708123190784.jpg,"(64, 117)","(92, 145)"
aug_1_1708123190792.jpg,"(117, 85)","(139, 109)"
aug_1_1708123190796.jpg,"(245, 151)","(271, 178)"
aug_1_1708123190802.jpg,"(40, 115)","(67, 135)"
aug_1_1708123190964.jpg,"(256, 134)","(267, 151)"
aug_1_1708123190973.jpg,"(45, 101)","(65, 126)"
aug_1_1708123191048.jpg,"(243, 166)","(257, 186)"
aug_1_1708123191066.jpg,"(174, 128)","(193, 149)"
aug_1_1708123191076.jpg,"(202, 115)","(229, 140)"
aug_1_1708123191100.jpg,"(184, 63)","(239, 141)"
aug_1_1708123191117.jpg,"(51, 94)","(84, 124)"
aug_1_1708123191128.jpg,"(209, 87)","(232, 108)"
aug_1_1708123191248.jpg,"(35, 113)","(61, 139)"
aug_1_1708123191258.jpg,"(33, 122)","(71, 161)"
aug_1_1708123191311.jpg,"(282, 161)","(293, 174)"
aug_1_1708123191328.jpg,"(223, 126)","(239, 142)"
aug_1_1708123191460.jpg,"(266, 155)","(280, 171)"
aug_1_1708123191465.jpg,"(154, 99)","(174, 120)"
aug_1_1708123191473.jpg,"(225, 153)","(245, 178)"
aug_1_1708123191498.jpg,"(190, 96)","(224, 127)"
aug_1_1708123191649.jpg,"(175, 81)","(225, 125)"
aug_1_1708123191857.jpg,"(190, 122)","(226, 169)"
aug_1_1708123191885.jpg,"(224, 63)","(268, 104)"
aug_1_1708123191930.jpg,"(231, 108)","(254, 136)"
aug_1_1708123192024.jpg,"(229, 87)","(253, 115)"
aug_1_1708123192031.jpg,"(6, 103)","(29, 128)"
aug_1_1708123192141.jpg,"(210, 81)","(246, 128)"
aug_1_1708123192578.jpg,"(239, 111)","(256, 136)"
aug_1_1708123192619.jpg,"(238, 136)","(264, 155)"
aug_1_1708123192797.jpg,"(23, 146)","(38, 162)"
aug_1_1708123192967.jpg,"(229, 122)","(243, 144)"
aug_1_1708123193505.jpg,"(143, 142)","(156, 159)"
aug_1_1708123193852.jpg,"(59, 126)","(75, 141)"
aug_1_1708123193892.jpg,"(182, 127)","(197, 144)"
aug_1_1708123193931.jpg,"(58, 136)","(73, 151)"
aug_1_1708123205537.jpg,"(206, 102)","(229, 125)"
aug_1_1708123205916.jpg,"(19, 97)","(65, 140)"
aug_1_1708123206170.jpg,"(254, 92)","(287, 122)"
aug_1_1708123206617.jpg,"(241, 104)","(262, 120)"
aug_1_1708123206773.jpg,"(74, 119)","(90, 143)"
aug_1_1708123206980.jpg,"(62, 131)","(79, 151)"
aug_1_1708123207118.jpg,"(59, 118)","(79, 139)"
aug_1_1708123207253.jpg,"(197, 95)","(217, 116)"
aug_1_1708123207333.jpg,"(188, 116)","(205, 140)"
aug_1_1708123207455.jpg,"(175, 100)","(201, 125)"
aug_1_1708123207491.jpg,"(200, 66)","(241, 109)"
aug_1_1708123207521.jpg,"(246, 93)","(261, 107)"
aug_1_1708123207681.jpg,"(49, 147)","(62, 169)"
aug_1_1708123207695.jpg,"(259, 123)","(273, 143)"
aug_1_1708123264858.jpg,"(47, 67)","(106, 126)"
aug_1_1708123264860.jpg,"(96, 96)","(180, 177)"
aug_1_1708123264863.jpg,"(220, 113)","(267, 135)"
aug_1_1708123264866.jpg,"(134, 25)","(245, 243)"
aug_1_1708123264872.jpg,"(147, 155)","(167, 199)"
aug_1_1708123264875.jpg,"(98, 1)","(186, 130)"
aug_1_1708123264877.jpg,"(58, 30)","(266, 234)"
aug_1_1708123264899.jpg,"(159, 74)","(236, 175)"
aug_1_1708123264901.jpg,"(205, 78)","(262, 125)"
aug_1_1708123264904.jpg,"(85, 116)","(190, 265)"
aug_1_1708123264906.jpg,"(42, 86)","(113, 200)"
aug_1_1708123264912.jpg,"(111, 107)","(217, 220)"
aug_1_1708123264916.jpg,"(134, 65)","(189, 148)"
aug_1_1708123264939.jpg,"(168, 120)","(195, 171)"
aug_1_1708123265000.jpg,"(30, 115)","(133, 207)"
aug_1_1708123265002.jpg,"(157, 79)","(213, 117)"
aug_1_1708123265005.jpg,"(178, 106)","(244, 223)"
aug_1_1708123265007.jpg,"(80, 22)","(178, 195)"
aug_1_1708123265206.jpg,"(220, 148)","(231, 160)"
aug_1_1708123265228.jpg,"(34, 112)","(82, 167)"
aug_1_1708123274093.jpg,"(137, 57)","(189, 137)"
aug_1_1708123274109.jpg,"(14, 66)","(154, 242)"
aug_1_1708123274123.jpg,"(119, 10)","(256, 273)"
aug_1_1708123274131.jpg,"(76, 46)","(292, 257)"
aug_1_1708123274136.jpg,"(9, 68)","(162, 207)"
aug_1_1708123274240.jpg,"(142, 176)","(180, 225)"
aug_1_1708123274257.jpg,"(52, 68)","(201, 204)"
aug_1_1708123274268.jpg,"(7, 101)","(37, 144)"
aug_1_1708123274283.jpg,"(27, 108)","(113, 221)"
aug_1_1708123274293.jpg,"(195, 84)","(230, 156)"
aug_1_1708123274318.jpg,"(178, 112)","(229, 164)"
aug_1_1708123274325.jpg,"(161, 75)","(251, 196)"
aug_1_1708123274330.jpg,"(172, 36)","(284, 182)"
aug_1_1708123274335.jpg,"(123, 68)","(211, 169)"
aug_1_1708123291596.jpg,"(175, 83)","(277, 205)"
aug_1_1708123291618.jpg,"(58, 79)","(109, 138)"
aug_1_1708123291620.jpg,"(38, 67)","(241, 246)"
aug_1_1708123291622.jpg,"(4, 57)","(241, 213)"
aug_1_1708123291624.jpg,"(43, 53)","(255, 224)"
aug_1_1708123291626.jpg,"(68, 22)","(229, 264)"
aug_1_1708123291630.jpg,"(179, 72)","(275, 187)"
aug_1_1708123291632.jpg,"(100, 46)","(251, 216)"
aug_1_1708123291634.jpg,"(44, 86)","(106, 135)"
aug_1_1708123291636.jpg,"(14, 81)","(93, 180)"
aug_1_1708123298941.jpg,"(140, 141)","(164, 169)"
aug_1_1708123298944.jpg,"(92, 93)","(187, 167)"
aug_1_1708123298946.jpg,"(82, 154)","(106, 187)"
aug_1_1708123298950.jpg,"(244, 160)","(261, 178)"
aug_1_1708123298952.jpg,"(56, 103)","(162, 203)"
aug_1_1708123298955.jpg,"(172, 66)","(268, 156)"
aug_1_1708123298957.jpg,"(95, 47)","(216, 159)"
aug_1_1708123332148.jpg,"(158, 59)","(245, 165)"
aug_1_1708123332149.jpg,"(129, 100)","(189, 193)"
aug_1_1708123332158.jpg,"(6, 59)","(162, 241)"
aug_1_1708123332160.jpg,"(166, 101)","(215, 151)"
aug_1_1708123332161.jpg,"(46, 44)","(103, 105)"
aug_1_1708123332164.jpg,"(172, 33)","(262, 159)"
aug_1_1708123332166.jpg,"(44, 35)","(111, 121)"
aug_1_1708123332170.jpg,"(164, 47)","(292, 217)"
aug_1_1708123332172.jpg,"(13, 49)","(135, 227)"
aug_1_1708123332174.jpg,"(185, 43)","(219, 78)"
aug_1_1708123332176.jpg,"(71, 5)","(232, 262)"
aug_1_1708123332200.jpg,"(206, 90)","(218, 101)"
aug_1_1708123339619.jpg,"(221, 135)","(242, 162)"
aug_1_1708123339625.jpg,"(94, 74)","(125, 153)"
aug_1_1708123339743.jpg,"(81, 62)","(170, 201)"
aug_1_1708123339755.jpg,"(38, 53)","(284, 212)"
aug_1_1708123339783.jpg,"(171, 64)","(266, 180)"
aug_2_1708123166276.jpg,"(7, 118)","(1, 150)"
aug_2_1708123166314.jpg,"(70, 168)","(88, 184)"
aug_2_1708123166505.jpg,"(199, 149)","(212, 177)"
aug_2_1708123166667.jpg,"(123, 106)","(144, 126)"
aug_2_1708123166728.jpg,"(3, 121)","(18, 146)"
aug_2_1708123166887.jpg,"(187, 76)","(213, 96)"
aug_2_1708123167019.jpg,"(151, 112)","(174, 144)"
aug_2_1708123167035.jpg,"(221, 144)","(236, 159)"
aug_2_1708123167144.jpg,"(36, 57)","(59, 91)"
aug_2_1708123167552.jpg,"(126, 128)","(142, 147)"
aug_2_1708123167569.jpg,"(168, 84)","(190, 108)"
aug_2_1708123167585.jpg,"(233, 160)","(244, 177)"
aug_2_1708123167626.jpg,"(10, 143)","(48, 176)"
aug_2_1708123167790.jpg,"(37, 166)","(58, 186)"
aug_2_1708123167989.jpg,"(27, 127)","(47, 149)"
aug_2_1708123168660.jpg,"(16, 47)","(45, 89)"
aug_2_1708123168868.jpg,"(94, 77)","(133, 131)"
aug_2_1708123169195.jpg,"(59, 57)","(108, 123)"
aug_2_1708123169397.jpg,"(111, 110)","(130, 132)"
aug_2_1708123169434.jpg,"(63, 130)","(76, 146)"
aug_2_1708123169583.jpg,"(196, 100)","(230, 143)"
aug_2_1708123169757.jpg,"(245, 141)","(259, 159)"
